Measure,Region Type,Frequency,Region,Time,Value,Flags
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2003",87585,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2004",90120,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2005",92600,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2006",94958,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2007",98035,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2008",101907,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2009",105782,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2010",109250,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2011",112435,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2012",116939,
"Estimated Resident Population","Local Government Areas","Annual","Gosnells (C)","2013",121252,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2003",3793,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2004",3748,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2005",3747,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2006",3762,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2007",3794,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2008",3845,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2009",3867,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2010",3874,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2011",3893,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2012",3914,
"Estimated Resident Population","Local Government Areas","Annual","Halls Creek (S)","2013",3940,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2003",18351,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2004",18754,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2005",19565,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2006",20450,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2007",20913,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2008",21819,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2009",22624,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2010",23230,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2011",23878,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2012",24916,
"Estimated Resident Population","Local Government Areas","Annual","Harvey (S)","2013",25924,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2003",2943,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2004",2957,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2005",3143,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2006",3218,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2007",3281,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2008",3403,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2009",3509,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2010",3569,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2011",3672,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2012",3748,
"Estimated Resident Population","Local Government Areas","Annual","Irwin (S)","2013",3780,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2003",1237,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2004",1231,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2005",1248,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2006",1186,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2007",1148,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2008",1121,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2009",1107,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2010",1101,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2011",1091,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2012",1079,
"Estimated Resident Population","Local Government Areas","Annual","Jerramungup (S)","2013",1085,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2003",157067,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2004",157218,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2005",156453,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2006",156570,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2007",157225,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2008",158175,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2009",159156,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2010",160053,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2011",162205,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2012",164897,
"Estimated Resident Population","Local Government Areas","Annual","Joondalup (C)","2013",167623,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2003",49419,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2004",49909,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2005",51052,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2006",51423,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2007",52560,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2008",53540,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2009",54487,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2010",55572,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2011",56492,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2012",58191,
"Estimated Resident Population","Local Government Areas","Annual","Kalamunda (S)","2013",59716,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2003",30052,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2004",29939,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2005",29855,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2006",30086,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2007",30250,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2008",30910,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2009",31474,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2010",31750,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2011",32208,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2012",33007,
"Estimated Resident Population","Local Government Areas","Annual","Kalgoorlie/Boulder (C)","2013",33763,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2003",4460,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2004",4412,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2005",4404,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2006",4404,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2007",4366,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2008",4315,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2009",4293,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2010",4285,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2011",4290,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2012",4327,
"Estimated Resident Population","Local Government Areas","Annual","Katanning (S)","2013",4407,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2003",1212,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2004",1206,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2005",1215,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2006",1230,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2007",1213,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2008",1200,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2009",1209,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2010",1207,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2011",1211,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2012",1221,
"Estimated Resident Population","Local Government Areas","Annual","Kellerberrin (S)","2013",1227,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2003",629,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2004",626,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2005",596,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2006",599,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2007",583,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2008",568,
"Estimated Resident Population","Local Government Areas","Annual","Kent (S)","2009",560,
